,Date,Dead,Injured,Location and description
58,February 24,0,0,"Vitoria, Spain. A bomb explodes in front of a PNV headquarters in Vitoria causing minimal damage and no injuries.[60]"
59,February 25,2,8,"Kandahar, Afghanistan. A motorcycle bomb exploded killing two civilians and injuring eight other people including five ANA soldiers.[61]"
60,February 27,0,0,"Thoubal, India. Unknown militants threw bombs into a congressional office resulting in one bomb exploding resulting in significant damage but no injuries or deaths.[62]"
61,February 28,4,6,"Baghdad, Iraq. A bomb in Sunni western Baghdad left four people including a police officer dead and another six wounded.[63]"
62,March 1,1,6,"Jalalabad, Afghanistan. A suicide car bomber detonated his explosives near a passing U.S convoy in eastern Afghanistan. No damage occurred to the U.S convoy but the bomber was killed and six civilians, including two children were injured in the blast. Taliban militants are suspected for the blast.[64]"
63,March 2,4,5,"Balochistan, Pakistan. A suicide bomber detonanted his explosives at an Islamic Seminary killing four people and injuring at least five others.[65]"
64,March 3,7,9,"Lahore, Pakistan. The Sri Lankan cricket team was attacked by gunmen in the streets of Lahore as they headed to a match with the Pakistani national team. Six policemen and the driver were killed and seven players, an umpire and an official were wounded in the ambush. Pakistan interior ministry has stated they are in a ""total war"" with insurgents but some believe the Tamil Tigers are responsible.[66]"
65,March 3,1,9,"Diyala Province, Iraq. Two bombs exploded in Diyala province targeting police patrols. One police officer was killed in the first explosion and his partner was wounded and a second blast injured four more police officers and four civilians.[67]"
66,March 4,0,2,"Cotabato, Philippines. An improvised explosive device exploded at a hostel popular with foreign tourists damaging four rooms and injuring two people. Muslim rebels are suspected in the blast.[68]"
67,March 4,3,2,"Kandahar Province, Afghanistan. A roadside bomb detonated in Kandahar province as a Canadian military patrol went by killing three Canadian soldiers and injuring two others.[69]"
68,March 4,4,22,"Baghdad, Iraq. A blast at a restaurant killed four people and injured at least 22 others in Baghdad.[70]"
69,March 5,12,56,"Hilla, Iraq. In a crowded cattle market sixty miles south of Baghdad in the town of Hilla a massive explosive detonated killing 12 people and injuring 56 others. All dead and injured are reported to be civilians.[71]"
70,March 5,2,7,"Mosul, Iraq. A suicide car bomber detonated his explosives in northern Mosul killing one Iraqi soldier and injuring seven other people.[72]"
71,March 5,1,2,"Jerusalem, Israel A Palestinian bulldozer driver rammed into a police car, pushing it down Menachem Begin Expressway and then hit a bus before he was shot. Two officers were wounded. Senior Hamas official Mushir al-Masr said ""The operation in Jerusalem was a natural response to aggression against our people."" [73]"
72,March 7,2,4,"Antrim town, Northern Ireland. Two unarmed soldiers, Patrick Azimkar and Mark Quinsey, of the 38 Engineer Regiment were shot dead outside Massereene Barracks. Two other soldiers and two civilian delivery men were also shot and wounded during the attack. An Irish republican paramilitary group, the Real IRA, issued a statement claiming responsibility.[74]"
73,March 7,7,15,"Peshawar, Pakistan. A blast targeting police in Peshawar killed seven people, including five police and injured at least 15 others.[75]"
74,March 7,5,5,"Tirah, Pakistan. A suicide car bomber detonated explosives in front of a mosque run by a militant group that is at odd with the Pakistani militant group that completed the Mumbai attacks killing five people in all and injuring five others.[76]"
75,March 7,0,9,"Trabzon Province, Turkey. Bomb exploded in an alcohol shop in the northern province leaving nine people injured. Islamic militants are being blamed for the bombing.[77]"
76,March 7,2,6,"Nanyang, Henan, China. A bomb exploded in an apartment complex killing two people and injuring six others including five kindergarten-aged children and an instructor.[78]"
77,March 8,28,57,"Baghdad, Iraq. A suicide bomber detonated explosives at a police academy killing 28 people and injuring 57 others.[79]"
78,March 9,1,0,"Craigavon, Northern Ireland. PSNI officer Stephen Carroll was shot dead by a sniper in Craigavon, County Armagh. This was the first killing of a police officer in Northern Ireland since 1998.[80] The Continuity IRA claimed responsibility for the shooting."
79,March 10,14,41,"Southern Sri Lanka, Sri Lanka. A suicide bomber occurred at a mosque in a southern town in Sri Lanka killing 14 people and injuring 41 others including a minister.[81]"
80,March 10,4,6,"Helmand Province, Afghanistan. Taliban militants planted a roadside bomb in Helmand province that detonated when a passing van went by resulting in four people being killed and six others injured. All casualties in this incident were civilians.[82]"
81,March 10,33,46,"Baghdad, Iraq. A bomb exploded near Abu Ghraib prison killing two journalists, civilians and soldiers. In total 33 people were killed and 46 others injured.[83]"
82,March 15,4,0,"Nangarhar, Afghanistan. A roadside bomb killed 4 US soldiers. The Taliban has claimed responsibility.[84]"
83,March 15,2,14,"Kabul, Afghanistan. A suicide bomber targeting a NATO patrol killed 2 Afghan civilians and wounded 14 other civilians.[85]"
84,March 15,2,0,"Shchem, Israel Two Israeli traffic policeman were killed near the town of Nablus by the Imad Mughniyeh Group, an organization named after the assassination of Hezbollah leader Imad Mughniyah. Israeli police spokesman Micky Rosenfeld said ""nationalistic motive"" appeared to have been behind the attack.[86]"
85,March 15,5,4,"Shibam, Yemen. A suicide bomber detonated his suicide vest near Korean tourists posing for pictures in southern Yemen at Shibam, a UNESCO World Heritage site referred to as the ""Manhattan of the Desert"". Four South Koreans and a Yemeni tour guide were killed and four other foreigners and an ""unspecified number of Yemenis"" were wounded.[87]"
86,March 15,2,0,"Helmand, Afghanistan. Two British soldiers are killed by a roadside bomb while traveling in an off-road armored vehicle.[88]"
87,March 16,11,29,"Lashkar Gah, Afghanistan. A Taliban militant in police uniform detonates explosives inside a police headquarters, killing 11 people and wounding 29.[89]"
88,March 16,8,17,"Rawalpindi, Pakistan. A suicide bomber strikes a bus depot, killing 8 and wounding 17.[90]"
89,March 18,1,0,"Sana'a, Yemen. A suicide bomber explodes near a convoy carrying South Korean investigators and relatives of the victims of the Shibam attack. No injuries are reported aside from the suicide bomber himself.[91]"
90,March 18,1,12,"New Jalpaiguri, India. An explosive detonates, killing 1 person and injuring at least 12 others. The provincial administration believes the blast is not related to upcoming district elections, but by unidentified terrorists.[92]"
91,March 18,0,0,"Athens, Greece. A homemade bomb exploded at the government office of the ruling party in Greece, causing damage but no injuries according to the police. Deputy Kyriakos Mitsotakis was not at the office during the attack.[93]"
92,March 19,4,0,"Kabul, Afghanistan. A roadside bomb planted by Taliban militants killed legislator Dad Mohammad Khan and his 3 body guards.[94]"
93,March 19,4,0,"Pattani, Thailand. A roadside bomb placed by ""muslim separatists"" killed 4 paramilitary soldiers during a patrol in ""insurgent-infested"" province of Pattani,[95]"
94,March 20,10,40,"Landi Kotel, Pakistan. Taliban militants in North-western Pakistan fired several rockets at a military camp in Landi Kotal. One of the missiles hit the commercial area resulting in most of the casualties. Ten people in all were killed and at least 40 were wounded.[96]"
95,March 20,0,0,"Charlottenburg, Germany. A car belonging to the Plötzensee Prison staff was burned near Friedrich-Olbricht-Damm in Charlottenburg, Berlin. The two alleged authors could escape in direction Saatwinkler Damm. The car got completely burned, criminal police investigates.[97]"
96,March 20,4,8,"Kandahar, Afghanistan. 2 roadside bombs killed 4 and wounded 8 Canadian soldiers, and an Afghan interpreter in the hostile Shah Wali Kot district.[98]"
97,March 21,6,4,"Kabul, Afghanistan. A car bombing at a police checkpoint kills 5 civilians and 1 police officer. 4 civilians were wounded in the attack.[99]"
98,March 22,0,7,"Kidapawan, Philippines. A bomb exploded on an overpass over a busy marketplace wounding seven people. The blast blew out windows of local shops and police officers and soldiers began stepped up patrols of the area.[100]"
99,March 22,2,8,"Saadiyah, Iraq. Police conducting a raid in Saadiyah were the target of a booby-trap bomb as a massive explosion rocked the city when one of the houses they entered exploded. Two Iraqi police officers were killed and 8 others wounded.[101]"
100,March 23,25,45,"Jalawla, Iraq. 25 civilians are killed after a suicide bomber detonated at a Kurdish funeral. ""Dozens"" are reported to have been wounded.[102]"
101,March 23,9,22,"Abu Ghraib, Iraq. Nine people were killed and at least another 22 were injured after a roadside bomb planted by a garage where vehicles were getting repaired exploded. The explosion occurred in the early afternoon at peak business for the garage.[103]"
102,March 25,4,7,"Mosul, Iraq. A bomb exploded in a group of female school girls in the ethnically charged city of Mosul killing for female students and injuring another seven children.[104]"
103,March 25,9,7,"Zazimydan, Afghanistan. A bus from the town of Zazimydan was hit by an explosive device that killed seven people, including women and children instantly and caused two more civilians to pass away on the way to hospital. Seven others were injured in the blast.[105]"
104,March 25,0,12,"Tezpur, Assam, India. Militants in insurgent racked Assam province tossed a grenade into a busy marketplace in Tezpur, Assam injuring twelve people, two seriously.[106]"
105,March 26,16,40,"Baghdad, Iraq. At a shopping mall in northern Baghdad a car bomb exploded killing sixteen people and injuring at least forty others. The attack in a mostly Shite area was possibly an attempt to reignite tensions between the Shite majority and Sunni minority.[107]"
106,March 26,10,25,"Peshawar, Pakistan. A suicide bomber detonated explosives at an inn where people meet for tea and meals. Ten people were killed in the attack and another twenty-five were injured.[108]"
107,March 26,0,0,"Amorebieta, Spain. ! bomb explodes in a businessman chalet suspected to be the work of ETA. No one was killed or injured.[109]"
108,March 27,48,80,"Jamrud, Pakistan. A suicide bomb attack on a mosque in Pakistan where 250 people had gathered for prayers near the Afghanistan border killed 48 people and injured at least 80 people. The death toll will likely rise as more people believed trapped in the rubble or will die from their injuries.[110]"
109,March 27,0,6,"Yala Province, Thailand. Six Thai soldiers were injured in an explosion in the southern Thailand province of Yala. Militants opened fire on the patrol after the explosion but no casualties occurred in the firefight.[111]"
110,March 30,9,8,"Dand District, Afghanistan. A suicide bomber detonated an explosive device at a local government office resulting in the death of nine people and the injuring of eight people.[112]"
111,March 30,12,90,"Lahore, Pakistan. Militants believed to be trained by the same organization that committed the Mumbai attacks in November 2008 and the attack on the Sri Lankan cricket team in Lahore on March 3, 2009 attacked a police academy with bombs and gunfire. In total seven attackers, heavily armed attacked the police academy resulting in a massive eight-hour gun battle that left 12 dead and at least 90 injured. Four of the dead were attackers and three were captured.[113]"
112,March 31,8,21,"Mosul, Iraq. A suicide bomber detonated explosives at a police station in the ethnically volatile city of Mosul where Al Qaeda strikes regularly, and tensions are simmering between Arab and Kurdish factions. In the blast eight people were killed, including the bomber and four police officers and seventeen others were wounded.[114]"
113,April 2,1,1,"Bat Ayin, West Bank. A 13-year-old Israeli was killed by a local Palestinian in the Jewish settlement of Bat Ayin. A 7-year old was also injured and is being treated for serious wounds. Islamic Jihad and Imad Mughniyeh have claimed responsibility.[115]"
114,April 5,22,50,"Chakwal, Pakistan. A suicide bomber detonates explosives at a mosque during prayer, killing 22 civilians and injuring more than 50. The Taliban has claimed responsibility for the attack.[116]"
115,April 6,7,60,"Assam, India. Two bomb blasts kill 7 and injure 60 a day before Prime Minister Manmohan Singh was expected to visit. Police accuse United Liberation Front of coordinating the attacks.[117]"
116,April 6,36,110,"Baghdad, Iraq. 6 bomb attacks kill 36 people and injure 110 in Shiite neighborhoods. US forces believe Al Qaeda was responsible, stating ""the nature of the targets was consistent with past attacks."" [118]"
117,April 6,1,7,"Dalouyia, Iraq. 7 Iraqi soldiers were wounded after a suicide bomber detonated his explosives.[119]"
118,April 7,8,14,"Baghdad, Iraq. A car bomb detonated in Baghdad near a Shite religious shrine killing eight people and injuring at least fourteen people. This attacks comes one day after six car bombs in Baghdad that attempted to reignite Shite-Sunni communal tensions.[120]"
119,April 9,5,7,"Lashkar Gah, Afghanistan. Two police cars were seriously damaged after a bomb exploded near the two vehicles in Lashkar Gah, Helmand Province in Afghanistan. Four police officers and a child were killed and two police officers were wounded.[121]"
120,April 9,5,unknown,"Jayapura, Indonesia. A bomb attack in Jayapura killed 5 men and injured severely several others. Police blamed Free Papua Movement. Meanwhile, about 500 militants attacked a police post with bows and arrows and petrol bombs. The police reply and kills someone.[122]"
121,April 10,7,18,"Mosul, Iraq. A suicide truck bomb kills 5 US soldiers and two Iraqi policemen. 1 US soldier and 17 Iraqis were injured in the blast. This is the largest loss of life in a single day for American forces in Iraq for 2009.[123]"
122,April 10,1,3,"Chalerm, Thailand. Black clothed militants opened fire on a train as it was stopped at a local train station. One train attendant was shot and killed and three others were injured in the attack before the engineer was able to pull away from the station ensuring the attackers couldn't kill or injure anyone else.[124]"
123,April 11,12,32,"Baghdad, Iraq. A suicide bomber exploded after getting into the middle of a crowd of Sunni militiamen allied with the U.S military in Iraq. Nine people were killed and another thirty-one were injured in the explosion.[125]"
124,April 14,1,4,"Shah Wali Kot, Afghanistan. A female Canadian soldier was killed and four other Canadians wounded when a roadside bomb hit their troop carrier in Shah Wali Kot district north of Kandahar.[126]"
125,April 15,11,23,"Kirkuk, Iraq. A suicide car bomber detonated his explosives near an Iraqi police unit that had been assigned to protect an oil installation. Eleven people were killed in the explosion and twenty-three others wounded.[127]"
126,April 16,16,50,"Baghdad, Iraq. A suicide bomber in an army uniform detonated his explosives in the middle of a military parade in Anbar province killing sixteen soldiers and injuring at least fifty people.[128]"
127,April 18,27,65,"Hangu, Pakistan. Taliban militants are being blamed for a suicide explosion targeting a military checkpoint that killed 25 Pakistani soldiers and 2 civilians and injured at least sixty-five people, including sixty-two soldiers. The explosion occurred in north-western Pakistan near the town of Hangu.[129]"
128,April 20,4,20,"Baquba, Iraq. A suicide bomber detonated his explosives at a joint U.S-Iraqi meeting in Baquba resulting in four Iraqis being killed, two police officers, and twenty people being wounded in the attack including eight U.S soldiers.[130]"
129,April 23,48,68,"Muqdadiya, Iraq. A suicide bomber targeted Shite pilgrims from Iran killing forty people, all but two Iranian, and injuring at least sixty-eight people. Al Qaeda in Iraq is being blamed for this blast and the blast in Central Baghdad.[131]"
130,April 23,28,57,"Baghdad, Iraq. A suicide bomber exploded in a Shiite area of Baghdad where Iraqi government officials were handing out relief supplies to refugees who had left their neighborhoods after the fall of Saddam Hussein because of sectarian violence. Twenty-two people were killed and another thirty-five injured.[132]"
131,April 24,60,125,"Baghdad, Iraq. Two suicide bombers blew themselves up at the entrance to the Moussa al-Kadhim shrine in the Kadhimiya neighborhood. Many of the casualties were Iranian pilgrims.[133]"
132,April 25,11,6,"Lower Dir District, Pakistan. Eleven children were killed and six wounded when a bomb designed to look like a toy exploded near a girls school. Two men, possible Taliban militants are suspected of giving the children the bomb to play with.[134]"
133,April 26,1,3,"Sultan Kudarat, Philippines. A bomb exploded at a popular beach resort in Southern Philippines. One person was killed and three others injured.[135]"
134,April 28,0,0,"Istanbul Turkey military sources reported that a small bomb, similar to a pipe bomb exploded in Istanbul in the parking lot of a military academy. No one was killed or injured in the blast.[136]"
135,May 2,2,7,"Herat Province, Afghanistan. A roadside bomb exploded in Herat province killing two Afghan police officers, including a Chief of Police and injured seven other police officers.[137]"
136,May 3,4,7,"Helmand Province, Afghanistan. Militants planted an explosive device to a motorcycle in Helmand province which exploded early on May 3. Four civilians were killed in the explosion and seven civilians injured.[138]"
137,May 5,4,8,"Peshawar, Pakistan. A suicide car bomber struck a paramilitary checkpoint on the outskirts of Peshawar killing four soldiers and injuring eight soldiers.[139]"
138,May 6,10,30,"Baghdad, Iraq. At a vegetable market in southern Baghdad a bomb exploded killing ten civilians and wounding at least thirty people.[140]"
139,May 6,0,0,"Castro Urdiales, Spain. Two bombs exploded at two cellphone towers in the Basque region of northern Spain resulting in damage to both towers but no injuries or deaths.[141]"
140,May 7,12,34,"Helmand Province, Afghanistan. A suicide bomber detonated his explosives at a Bazaar in Helmand province as a British-NATO patrol was passing through the Bazaaar. Twelve civilians were killed along with thirty-two other Afghan civilians, and two NATO soldiers. The Taliban is being blamed for the blast.[142]"
141,May 10,8,0,"Nangarhar Province, Afghanistan. Construction workers were targeted by a roadside bomb resulting in the convoy being destroyed by the bomb. Eight civilians were killed in the blast and no one was injured in the explosion.[143]"
142,May 10,0,1,"Baghdad, Iraq. General Jaafar Taama al-Khafaji an Interior Ministry official was wounded when a car bomb exploded near his passing military convoy.[144]"
143,May 11,10,7,"Darra Adam Khel, Pakistan. A suicide car bomber detonated his explosives at a checkpoint killing two Frontier militiamen and nine civilians. Seven people were wounded in the suicide car bombing.[145]"
144,May 12,0,0,"Athens, Greece. In southern Athens at a Eurobank a bomb exploded early in the morning causing damage to the building but no injuries or deaths. It is believed to be the fourth attack by far-left militants on government targets since the beginning of the year.[146]"
145,May 12,5,10,"Kirkuk, Iraq. A suicide car bomber detonated his bomb when an Iraqi police patrol passed by his vehicle. The bomber and five Iraqi police officers were killed and ten police officers were wounded in the attack.[147]"
146,May 12,6,13,"Khost, Afghanistan. Twenty Taliban suicide bombers and one VBIED (Vehicle Born Improvised Explosive Device) attacked a provincial government building in Khost before detonating their explosive belts. Six people, two soldiers and four civilians, were killed in the attack and thirteen wounded.[148]"
147,May 12,0,6,"Khanaqin District, Iraq. Six Iraqi soldiers on a foot patrol were injured in an roadside bomb explosion in northern Iraq.[149]"
148,May 15,3,5,"Grozny, Chechnya, Russia. Two police officers and a civilian were killed when a suicide bomber detonated his explosives in front of the Interior Ministry in the Chechen capital of Grozny. Three police officers and two civilians were wounded.[150]"
149,May 15,0,8,"Orissa, India. A bomb placed for Indian security forces exploded when day laborers working a field disturbed the explosive device resulting in the explosion. Eight civilians were injured.[151]"
150,May 16,10,20,"Peshawar, Pakistan. School children in a school bus were targeted by a Taliban suicide car bomber as he detonated his car bomb at the front of a conference centre in Peshawar as the school children in the bus were passing by. Ten people, mostly children were killed and twenty others injured in the suicide car bombing.[152]"
151,May 16,0,30,"Hong Kong Acid was tossed into a popular market filled with shoppers on a busy Hong Kong street injuring thirty people including an infant. Most people suffered burns to their faces, arms and legs and it is suspected that the acid was corrosive but had been sent to a lab for analyst.[153]"
152,May 17,0,60,"Janakpur, Nepal. The only train system in Nepal was targeted by a cylinder bomb as a train passed resulting in sixty people being injured in the blast.[154]"
153,May 17,4,4,"Mosul, Iraq. A bomb went off targeting Iraqi police in Mosul killing three civilians and one Iraqi police officer. Four people were hurt in the blast.[155]"
154,May 18,8,2,"Zabul Province, Afghanistan. A roadside bomb detonated as a police van passed destroying the police van killing all five police officers. Afghan soldiers came to the scene and a second bomb detonated killing three soldiers and injuring two other Afghan soldiers.[156]"
155,May 20,0,1,"Stockholm, Sweden. A female television journalist for Sweden's TV4 channel was seriously injured after a bomb exploded when she went to open the front door to her apartment. Stockholm police believe the attack was a deliberate terrorist act against the journalism community in Sweden.[157]"
